term,term_lemma,difficulty_score
radiation source,radiation source,2.5
radiation thermometer,radiation thermometer,3.5
radiative capture,radiative capture,3.0
radiative correction,radiative correction,3.0
radiative decay,radiative decay,4.0
radiative equilibrium,radiative equilibrium,6.0
radiative recombination,radiative recombination,3.0
radical,radical,4.0
radio astronomy,radio astronomy,2.5
radio interferometer,radio interferometer,1.0
radio source,radio source,1.5
radio wave,radio wave,1.75
radioactive decay,radioactive decay,4.0
radioactive isotope,radioactive isotope,3.0
radioactive waste,radioactive waste,3.0
radioactivity,radioactivity,3.0
radioisotope,radioisotope,3.0
radiolysis,radiolysis,3.0
radiometer,radiometer,3.0
radionuclide,radionuclide,3.0
radiotherapy,radiotherapy,3.0
radius of curvature,radius of curvature,1.0
rainbow scattering,rainbow scatter,3.5
random error,random error,2.0
random matrix,random matrix,3.0
random packing structure,random packing structure,2.5
random phase approximation,random phase approximation,5.0
random process,random process,3.5
random system,random system,2.0
random vibration,random vibration,4.0
random walk,random walk,1.0
range,range,3.0
range straggling,range straggling,3.0
rapidity,rapidity,3.0
rare earth elements,rare earth element,2.6666666666666665
rare earth nuclei,rare earth nucleus,2.6666666666666665
rare gas,rare gas,2.5
rarefaction,rarefaction,3.0
rarefied gas,rarefy gas,2.0
rate constant,rate constant,3.5
rate equation,rate equation,3.5
rate process,rate process,3.25
ratio control,ratio control,2.5
ray,ray,2.0
ray tracing,ray trace,2.75
reactance,reactance,3.0
reaction,reaction,4.0
reaction path,reaction path,3.0
reaction product,reaction product,3.0
reaction rate,reaction rate,3.5
reaction rate constant,reaction rate constant,3.6666666666666665
reaction time,reaction time,3.25
reactor,reactor,3.0
reactor core,reactor core,4.0
real gas,real gas,1.5
real image,real image,1.5
receive,receive,2.0
reciprocal lattice,reciprocal lattice,3.0
reciprocal space,reciprocal space,2.0
reciprocity,reciprocity,3.0
reciprocity theorem,reciprocity theorem,3.0
recoil,recoil,3.0
recoil energy,recoil energy,4.0
recombination,recombination,3.0
recombination line,recombination line,2.5
recombination radiation,recombination radiation,3.0
reconstructed image,reconstruct image,2.0
reconstruction,reconstruction,3.0
recovery,recovery,3.0
recovery time,recovery time,2.75
recrystallization,recrystallization,3.0
rectification,rectification,3.0
rectifier,rectifier,3.0
recurrence,recurrence,3.0
recursive,recursive,3.0
red shift,red shift,2.5
reduced mass,reduce mass,3.25
reduced viscosity,reduce viscosity,3.0
reduction,reduction,3.0
reference wave,reference wave,3.25
reflected wave,reflect wave,2.25
reflecting mirror,reflect mirror,2.0
reflection,reflection,3.0
reflection angle,reflection angle,3.5
reflection coefficient,reflection coefficient,3.0
reflection electron diffraction,reflection electron diffraction,3.0
reflection electron microscope,reflection electron microscope,3.3333333333333335
reflection grating,reflection grating,3.0
reflection high-energy electron diffraction,reflection high - energy electron diffraction,2.875
reflection profile,reflection profile,3.5
reflection spectrum,reflection spectrum,3.0
reflectivity,reflectivity,3.0
reflector,reflector,3.0
refraction,refraction,3.0
refraction angle,refraction angle,4.0
refractive index,refractive index,4.0
refractometer,refractometer,3.0
refrigerant,refrigerant,3.0
refrigeration capacity,refrigeration capacity,3.0
regeneration,regeneration,3.0
register,register,3.0
regression analysis,regression analysis,3.0
regular reflection,regular reflection,2.5
regularization,regularization,3.0
regulator,regulator,3.0
relation,relation,3.0
relative coordinates,relative coordinate,3.0
relative humidity,relative humidity,3.0
relative motion,relative motion,3.5
relative permeability,relative permeability,3.0
relative permittivity,relative permittivity,3.0
relative pressure,relative pressure,2.5
relative sensitivity,relative sensitivity,3.0
relative velocity,relative velocity,3.0
relativistic,relativistic,3.0
relativistic dynamics,relativistic dynamic,4.0
relativistic quantum mechanics,relativistic quantum mechanic,3.0
relativity,relativity,4.0
relativity theory,relativity theory,3.5
relaxation,relaxation,4.0
relaxation function,relaxation function,3.25
relaxation modulus,relaxation modulus,4.0
relaxation oscillation,relaxation oscillation,4.0
relaxation phenomena,relaxation phenomenon,3.5
relaxation process,relaxation process,3.75
relaxation spectrum,relaxation spectrum,4.0
relaxation time,relaxation time,3.25
relay,relay,4.0
reliability,reliability,3.0
remanence,remanence,3.0
remanent magnetization,remanent magnetization,3.0
remote control,remote control,2.25
renormalization,renormalization,3.0
renormalization group,renormalization group,2.0
renormalization theory,renormalization theory,3.0
repeated stress,repeat stress,2.25
replacement,replacement,4.0
replica method,replica method,3.0
representation,representation,3.0
reproducibility,reproducibility,3.0
repulsive force,repulsive force,3.0
residence time,residence time,3.25
residual current,residual current,4.5
residual gas,residual gas,4.0
residual interaction,residual interaction,4.5
residual nucleus,residual nucleus,4.5
residual resistance,residual resistance,5.0
residual strain,residual strain,4.75
residual stress,residual stress,4.75
residual voltage,residual voltage,6.0
resistance,resistance,4.0
resistance minimum,resistance minimum,3.5
resistive wall instability,resistive wall instability,1.0
resistivity,resistivity,3.0
resistor,resistor,3.0
resolution,resolution,4.0
resolved shear stress,resolve shear stress,3.25
resolvent,resolvent,3.0
resolving power,resolve power,2.5
resonance,resonance,3.0
resonance Raman effect,resonance raman effect,2.0
resonance absorption,resonance absorption,3.0
resonance circuit,resonance circuit,5.0
resonance curve,resonance curve,3.0
resonance energy,resonance energy,4.0
resonance fluorescence,resonance fluorescence,3.0
resonance formula,resonance formula,3.0
resonance frequency,resonance frequency,3.0
resonance integral,resonance integral,5.0
resonance level,resonance level,3.0
resonance line,resonance line,2.5
resonance radiation,resonance radiation,3.0
resonance scattering,resonance scatter,3.0
resonance spectrum,resonance spectrum,3.0
resonance state,resonance state,3.333333333333333
resonant interaction,resonant interaction,3.5
resonant tunneling diode,resonant tunneling diode,4.0
resonator,resonator,3.0
response,response,2.0
response function,response function,2.25
rest mass,rest mass,3.25
restoring force,restore force,3.0
resultant force,resultant force,3.0
retardation,retardation,3.0
retardation time,retardation time,2.5
retarded Green function,retarded green function,2.0
retroreflection,retroreflection,3.0
reverberation,reverberation,6.0
reverberation time,reverberation time,4.25
reverse breakdown voltage,reverse breakdown voltage,4.0
reverse voltage,reverse voltage,4.0
reversed field pinch,reverse field pinch,2.5
reversible change,reversible change,1.0
reversible cycle,reversible cycle,3.0
reversible process,reversible process,3.5
revolution,revolution,4.0
rheology,rheology,3.0
rheometer,rheometer,3.0
rhombohedral system,rhombohedral system,2.0
rigid body,rigid body,1.0
rigid sphere,rigid sphere,3.0
rigidity,rigidity,3.0
ring,ring,1.5
ring current,ring current,2.25
ring laser,ring laser,2.75
ringing,ring,1.5
ripple,ripple,3.0
ripplon,ripplon,3.0
rise time,rise time,2.75
rock salt,rock salt,2.5
rocking curve,rock curve,3.0
room temperature,room temperature,2.0
rotating fluid,rotate fluid,4.5
rotating magnetic field,rotate magnetic field,3.6666666666666665
rotation,rotation,3.0
rotation angle,rotation angle,4.0
rotation axis,rotation axis,4.0
rotation group,rotation group,2.0
rotation spectrum,rotation spectrum,3.0
rotational band,rotational band,1.0
rotational coupling,rotational coupling,3.0
rotational energy,rotational energy,4.0
rotational excitation,rotational excitation,3.0
rotational level,rotational level,3.0
rotational motion,rotational motion,4.0
rotational quantum number,rotational quantum number,1.0
rotational relaxation,rotational relaxation,4.0
rotational structure,rotational structure,2.0
rotational symmetry,rotational symmetry,3.0
rotational temperature,rotational temperature,2.0
rotational transition,rotational transition,4.0
rotatory dispersion,rotatory dispersion,3.0
rotatory power,rotatory power,2.0
rotor,rotor,3.0
roughening transition,roughen transition,4.0
roughing,rough,3.0
roughness factor,roughness factor,4.0
ruby laser,ruby laser,4.0
rule,rule,2.5
rutile structure,rutile structure,2.0
saccharimeter,saccharimeter,3.0
saddle point method,saddle point method,1.75
safety factor,safety factor,3.5
sampling oscilloscope,sample oscilloscope,2.0
sampling theorem,sample theorem,2.0
satellite,satellite,3.0
satellite line,satellite line,2.75
satellite reflection,satellite reflection,3.0
saturable absorber,saturable absorber,3.0
saturated absorption,saturate absorption,3.0
saturated vapor,saturate vapor,3.0
saturated vapor pressure,saturate vapor pressure,2.0
saturation,saturation,3.0
saturation current,saturation current,3.0
saturation curve,saturation curve,3.0
saturation magnetization,saturation magnetization,3.0
saturation polarization,saturation polarization,3.0
saturation temperature,saturation temperature,2.0
scalar,scalar,3.0
scalar field,scalar field,1.0
scalar particle,scalar particle,4.0
scalar potential,scalar potential,3.5
scale,scale,2.0
scale effect,scale effect,2.0
scale invariance,scale invariance,2.0
scaler,scaler,3.0
scaling law,scale law,2.0
scan,scan,3.5
scanning electron microscope,scan electron microscope,3.5
scanning tunneling microscope,scan tunnel microscope,3.8333333333333335
scattered wave,scatter wave,2.75
scatterer,scatterer,3.0
scattering,scatter,3.0
scattering amplitude,scatter amplitude,3.0
scattering angle,scatter angle,3.5
scattering cross section,scatter cross section,2.0
scattering factor,scatter factor,3.5
scattering length,scatter length,3.0
scattering matrix,scatter matrix,3.0
scattering operator,scatter operator,3.5
scattering theory,scatter theory,3.0
scattering vector,scatter vector,3.0
schlieren method,schlieren method,2.0
scintillation,scintillation,3.0
scintillation counter,scintillation counter,3.5
scintillator,scintillator,3.0
scotopic vision,scotopic vision,3.0
scratch hardness,scratch hardness,3.5
screening,screen,3.0
screening constant,screen constant,3.5
screening effect,screen effect,2.5
screw axis,screw axis,3.5
screw dislocation,screw dislocation,3.0
screw motion,screw motion,3.5
screw pinch,screw pinch,3.0
second,second,2.0
second harmonic generation,second harmonic generation,2.0
second law of thermodynamics,second law of thermodynamic,1.6666666666666667
second order phase transition,second order phase transition,3.125
second quantization,second quantization,2.0
second resonance,second resonance,2.0
second sound,second sound,2.333333333333333
secondary cosmic rays,secondary cosmic ray,4.0
secondary defect,secondary defect,4.0
secondary electron,secondary electron,3.5
secondary ion emission,secondary ion emission,4.0
secondary ion mass spectrometry,secondary ion mass spectrometry,3.75
secondary particle,secondary particle,4.0
secondary structure,secondary structure,3.0
secular equation,secular equation,5.0
sedimentation,sedimentation,3.0
segment,segment,4.0
segregation,segregation,3.0
seismic wave,seismic wave,4.25
selected area diffraction,select area diffraction,2.75
selection rule,selection rule,2.75
selective excitation,selective excitation,3.0
selective growth,selective growth,3.0
selective pumping,selective pumping,3.0
self-adjoint,self - adjoint,1.0
self-consistent field,self - consistent field,2.0
self-diffusion,self - diffusion,1.0
self-diffusion coefficient,self - diffusion coefficient,1.0
self-energy,self - energy,2.5
self-excited oscillation,self - excite oscillation,1.0
self-focusing,self - focus,1.75
self-induced transparency,self - induce transparency,3.5
self-phase modulation,self - phase modulation,3.0
self-trapped exciton,self - trap exciton,1.5
self-trapping,self - trap,1.5
semi-group,semi - group,2.0
semiclassical theory,semiclassical theory,3.0
semiconductor,semiconductor,3.0
semiconductor device,semiconductor device,3.0
semiconductor laser,semiconductor laser,4.0
semiconductor memory,semiconductor memory,1.0
semiempirical molecular orbital method,semiempirical molecular orbital method,2.0
semileptonic decay,semileptonic decay,4.0
semimetal,semimetal,3.0
seniority number,seniority number,1.0
sensible heat,sensible heat,3.25
sensitivity,sensitivity,3.0
sensitization,sensitization,3.0
sensor,sensor,3.0
separation,separation,3.0
separation energy,separation energy,3.5
separatrix,separatrix,3.0
septet,septet,3.0
septum magnet,septum magnet,3.0
sequence,sequence,3.0
series,series,3.0
series connection,series connection,3.0
series solution,series solution,2.5
servomechanism,servomechanism,3.0
servomotor,servomotor,3.0
settling time,settle time,2.75
sextet,sextet,3.0
sextupole,sextupole,3.0
shadowing,shadow,2.5
shake-up,shake - up,1.75
shallow level,shallow level,3.0
shape anisotropy,shape anisotropy,2.5
shape memory alloy,shape memory alloy,1.75
shape memory effect,shape memory effect,1.8333333333333333
shape resonance,shape resonance,2.5
sharpness,sharpness,3.0
shear,shear,3.0
shear flow,shear flow,3.0
shear modulus,shear modulus,3.0
shearing interferometer,shear interferometer,3.0
shearing stress,shear stress,3.5
shell,shell,3.0
shell model,shell model,2.833333333333333
shell structure,shell structure,2.5
shield,shield,4.0
shielding,shielding,3.0
shielding material,shielding material,2.0
shift,shift,3.5
shift factor,shift factor,3.75
shock tube,shock tube,2.0
shock wave,shock wave,2.75
short wave,short wave,1.75
short-circuit,short - circuit,3.0
short-range correlation,short - range correlation,3.3333333333333335
short-range interaction,short - range interaction,2.3333333333333335
short-range order,short - range order,1.8333333333333333
shot noise,shot noise,1.5
shunt,shunt,3.0
shunt impedance,shunt impedance,3.0
sideband,sideband,3.0
sieve,sieve,3.0
signal,signal,4.0
signal generator,signal generator,4.0
signal-to-noise ratio,signal - to - noise ratio,2.0
silencer,silencer,3.0
simple cubic lattice,simple cubic lattice,2.0
simple harmonic motion,simple harmonic motion,3.0
simulation,simulation,3.0
simultaneity,simultaneity,3.0
simultaneous reflection,simultaneous reflection,3.5
sine condition,sine condition,3.5
single bond,single bond,2.75
single crystal,single crystal,2.5
single mode,single mode,2.5
single-particle energy,single - particle energy,3.5
single-particle potential,single - particle potential,3.3333333333333335
single-phase,single - phase,3.75
singlet,singlet,3.0
singlet state,singlet state,3.333333333333333
singular perturbation,singular perturbation,2.0
singular point,singular point,1.75
singularity,singularity,3.0
sink,sink,2.5
sinusoidal wave,sinusoidal wave,2.5
size effect,size effect,1.5
skimmer,skimmer,3.0
skin effect,skin effect,2.5
skin friction,skin friction,3.0
skyrmion,skyrmion,3.0
skyshine,skyshine,3.0
sliding friction,slide friction,3.0
slip,slip,3.0
slip coefficient,slip coefficient,3.0
slip line,slip line,2.75
slip plane,slip plane,3.25
slip system,slip system,2.5
slit,slit,3.0
slope,slope,3.0
slow beam extraction,slow beam extraction,3.1666666666666665
slow neutron,slow neutron,2.333333333333333
small angle scattering,small angle scattering,2.5
small oscillation,small oscillation,1.0
small polaron,small polaron,1.0
smectic phase,smectic phase,5.0
snowplow model,snowplow model,2.6666666666666665
soft X-rays,soft x - ray,2.0
soft core,soft core,3.0
soft magnetic material,soft magnetic material,3.0
soft mode,soft mode,2.0
softening,soften,3.0
sol,sol,3.0
solar battery,solar battery,3.75
solar cell,solar cell,3.5
solar constant,solar constant,4.0
solar eclipse,solar eclipse,4.0
solar flare,solar flare,4.0
solar furnace,solar furnace,4.0
solar neutrino,solar neutrino,4.0
solar radiation,solar radiation,3.5
solar wind,solar wind,3.25
solder,solder,3.0
solenoid,solenoid,3.0
solenoidal field,solenoidal field,1.0
solid,solid,3.0
solid angle,solid angle,3.5
solid borne sound,solid borne sound,2.833333333333333
solid phase,solid phase,4.0
solid phase growth,solid phase growth,3.6666666666666665
solid solution,solid solution,2.5
solid solution hardening,solid solution harden,2.5
solid-state detector,solid - state detector,3.1666666666666665
solid-state electronics,solid - state electronic,3.1111111111111107
solid-state laser,solid - state laser,3.444444444444444
solidification,solidification,3.0
solidus,solidus,3.0
solitary wave,solitary wave,4.25
soliton,soliton,3.0
solubility,solubility,3.0
solubility limit,solubility limit,3.0
solubility product,solubility product,2.0
solute,solute,3.0
solution,solution,2.0
solution growth,solution growth,2.5
solution velocity,solution velocity,2.0
solvation,solvation,3.0
solvent,solvent,4.0
sonar,sonar,3.0
sonoluminescence,sonoluminescence,3.0
sorption,sorption,3.0
sound,sound,2.6666666666666665
sound absorbing material,sound absorbing material,2.333333333333333
sound absorption,sound absorption,2.6666666666666665
sound absorption coefficient,sound absorption coefficient,2.6666666666666665
sound attenuation,sound attenuation,2.6666666666666665
sound field,sound field,1.8333333333333333
sound insulation,sound insulation,2.6666666666666665
sound intensity,sound intensity,2.6666666666666665
sound pressure,sound pressure,2.333333333333333
sound quality,sound quality,2.583333333333333
sound radiation,sound radiation,2.833333333333333
sound ray,sound ray,2.333333333333333
sound reflection,sound reflection,2.833333333333333
sound scattering,sound scatter,2.833333333333333
sound source,sound source,2.333333333333333
sound velocity,sound velocity,2.6666666666666665
sound wave,sound wave,2.583333333333333
source,source,2.0
space,space,2.0
space group,space group,2.0
space inversion,space inversion,2.0
space physics,space physics,2.5
space potential,space potential,2.75
space-charge,space - charge,2.5
space-like,space - like,1.8333333333333335
space-time,space - time,2.25
spacing of lattice planes,spacing of lattice plane,2.25
spallation,spallation,3.0
spark discharge,spark discharge,4.0
spark gap,spark gap,3.5
spark line,spark line,3.25
spatial coherence,spatial coherence,5.0
spatial frequency,spatial frequency,4.5
specific acoustic impedance,specific acoustic impedance,3.5
specific charge,specific charge,2.5
specific gravity,specific gravity,2.0
specific heat,specific heat,2.25
specific heat at constant volume,specific heat at constant volume,2.5
specific resistance,specific resistance,3.0
specific surface area,specific surface area,2.3333333333333335
specific volume,specific volume,2.5
speckle pattern,speckle pattern,3.0
spectral line,spectral line,2.5
spectral line broadening,spectral line broaden,3.25
spectral line shape,spectral line shape,2.5
spectral line width,spectral line width,3.25
spectral luminous efficiency,spectral luminous efficiency,3.0
spectral representation,spectral representation,3.0
spectral resolution,spectral resolution,4.0
spectral sensitivity,spectral sensitivity,3.0
spectrograph,spectrograph,3.0
spectrometer,spectrometer,3.0
spectrophotometer,spectrophotometer,3.0
spectrophotometry,spectrophotometry,3.0
spectroscope,spectroscope,3.0
spectroscopic analysis,spectroscopic analysis,3.0
spectroscopic factor,spectroscopic factor,4.0
spectroscopy,spectroscopy,3.0
spectrum,spectrum,3.0
spectrum analyzer,spectrum analyzer,3.0
spectrum function,spectrum function,2.5
specular reflection,specular reflection,3.0
speech production,speech production,1.5
speech recognition,speech recognition,2.5
speech sound,speech sound,1.8333333333333333
speed,speed,2.5
speed of light,speed of light,1.7222222222222223
spherical aberration,spherical aberration,6.0
spherical function,spherical function,2.5
spherical mirror,spherical mirror,2.0
spherical model,spherical model,2.6666666666666665
spherical molecule,spherical molecule,3.0
spherical wave,spherical wave,2.5
sphericity,sphericity,3.0
spheroid,spheroid,3.0
spherulite,spherulite,3.0
spicule,spicule,3.0
spin,spin,4.0
spin Hamiltonian,spin hamiltonian,4.0
spin correlation,spin correlation,5.0
spin density wave,spin density wave,3.25
spin echo,spin echo,5.0
spin flip,spin flip,4.0
spin flop,spin flop,4.0
spin fluctuation,spin fluctuation,5.0
spin glass,spin glass,2.5
spin orientation,spin orientation,4.0
spin pair correlation function,spin pair correlation function,3.375
spin polarization,spin polarization,4.0
spin quantum number,spin quantum number,2.5
spin resonance,spin resonance,4.0
spin sublevel,spin sublevel,4.0
spin wave,spin wave,3.25
spin-Peierls transition,spin - peierl transition,4.0
spin-lattice relaxation,spin - lattice relaxation,4.0
spin-orbit coupling,spin - orbit coupling,3.5
spin-orbit force,spin - orbit force,3.3333333333333335
spin-orbit interaction,spin - orbit interaction,3.3333333333333335
spin-orbit splitting,spin - orbit splitting,3.5
spin-orbital,spin - orbital,4.0
spin-phonon interaction,spin - phonon interaction,3.5
spin-spin interaction,spin - spin interaction,3.6666666666666665
spin-spin relaxation,spin - spin relaxation,4.0
spinel,spinel,3.0
spinodal decomposition,spinodal decomposition,4.0
spinor,spinor,3.0
spinor field,spinor field,1.0
spiral growth,spiral growth,3.0
spiral structure,spiral structure,2.5
spline,spline,3.0
spontaneous electric polarization,spontaneous electric polarization,3.5
spontaneous emission,spontaneous emission,5.0
spontaneous magnetization,spontaneous magnetization,5.0
spontaneous polarization,spontaneous polarization,5.0
spontaneous strain,spontaneous strain,4.25
spot size,spot size,1.75
spread function,spread function,2.75
spreading width,spread width,3.5
spring constant,spring constant,2.5
sputter ion pump,sputter ion pump,3.0
sputtering,sputtering,3.0
square wave,square wave,2.25
square well potential,square well potential,2.1666666666666665
stability,stability,4.0
stabilization,stabilization,3.0
stable,stable,3.0
stable equilibrium,stable equilibrium,4.5
stable phase,stable phase,4.0
stable state,stable state,3.1666666666666665
stacking fault,stack fault,3.0
stage,stage,1.0
stagnation point,stagnation point,1.5
standard,standard,3.5
standard cell,standard cell,3.25
standard deviation,standard deviation,3.5
standard light source,standard light source,2.388888888888889
standard pressure,standard pressure,2.75
standard source,standard source,2.75
standard temperature,standard temperature,2.75
standardization,standardization,3.0
standing wave,stand wave,2.0
star,star,2.0
star pattern,star pattern,2.5
state,state,3.333333333333333
state density,state density,3.333333333333333
state function,state function,2.9166666666666665
state variable,state variable,3.333333333333333
state vector,state vector,3.333333333333333
static,static,3.0
static electricity,static electricity,3.0
static fatigue,static fatigue,5.0
static friction,static friction,3.0
static induction transistor,static induction transistor,4.5
static magnetic field,static magnetic field,3.0
static pressure,static pressure,2.0
static pressure tube,static pressure tube,1.5
statics,statics,3.0
stationary,stationary,3.0
stationary current,stationary current,3.0
stationary process,stationary process,3.5
stationary state,stationary state,3.333333333333333
stationary wave,stationary wave,2.5
statistical average,statistical average,2.0
statistical ensemble,statistical ensemble,3.0
statistical equilibrium,statistical equilibrium,6.0
statistical error,statistical error,2.0
statistical mechanics,statistical mechanic,3.0
statistical operator,statistical operator,4.0
statistical theory,statistical theory,3.0
statistical thermodynamics,statistical thermodynamic,3.0
statistical weight,statistical weight,2.0
steady,steady,3.0
steady flow,steady flow,3.0
stellarator,stellarator,3.0
stepping motor,step motor,2.25
stereographic projection,stereographic projection,4.0
stereoscopic vision,stereoscopic vision,3.0
steric effect,steric effect,2.0
steric hindrance,steric hindrance,6.0
sticking probability,stick probability,3.25
stiffness,stiffness,3.0
stimulated emission,stimulate emission,4.0
stochastic cooling,stochastic cooling,3.0
stochastic integral,stochastic integral,5.0
stochastic process,stochastic process,3.5
stochastic quantization,stochastic quantization,3.0
stoichiometry,stoichiometry,3.0
stokes,stokes,3.0
stop,stop,1.0
stop band,stop band,1.0
stopping cross section,stop cross section,1.3333333333333333
stopping power,stop power,1.5
storage modulus,storage modulus,3.0
storage oscilloscope,storage oscilloscope,3.0
storage ring,storage ring,2.25
straggling,straggle,3.0
straight chain,straight chain,1.75
strain,strain,3.5
strain energy,strain energy,3.75
strain gauge,strain gauge,3.5
strain hardening,strain harden,3.5
strain rate,strain rate,3.25
strain wave,strain wave,3.0
strange quark,strange quark,1.0
strangeness,strangeness,3.0
stratified fluid,stratify fluid,4.0
stray light,stray light,3.3333333333333335
streak camera,streak camera,1.0
stream function,stream function,2.75
stream tube,stream tube,2.0
streamer,streamer,3.0
streamline,streamline,3.0
strength,strength,2.0
strength function,strength function,2.25
stress,stress,3.5
stress concentration,stress concentration,3.25
stress intensity factor,stress intensity factor,3.75
stress relaxation,stress relaxation,3.75
stress tensor,stress tensor,3.5
stress wave,stress wave,3.0
stress-strain curve,stress - strain curve,3.3333333333333335
stretching vibration,stretch vibration,3.5
striation,striation,3.0
string,string,2.0
strip transmission line,strip transmission line,3.3333333333333335
stripping reaction,strip reaction,3.75
stroboscope,stroboscope,3.0
strong coupling,strong coupling,1.0
strong interaction,strong interaction,2.0
structural phase transition,structural phase transition,4.666666666666667
structural relaxation,structural relaxation,4.5
structure,structure,2.0
structure analysis,structure analysis,2.5
structure factor,structure factor,3.0
structure function,structure function,2.25
structure image,structure image,2.0
subcritical,subcritical,3.0
subharmonic,subharmonic,3.0
sublattice,sublattice,3.0
sublattice magnetization,sublattice magnetization,3.0
sublimation,sublimation,3.0
sublimation pump,sublimation pump,3.0
subsonic,subsonic,3.0
substitution method,substitution method,2.0
substrate,substrate,3.0
successive approximation,successive approximation,4.0
successive phase transition,successive phase transition,4.333333333333333
sudden approximation,sudden approximation,2.0
sum frequency generation,sum frequency generation,2.0
sum rule,sum rule,1.75
sunlight,sunlight,2.0
super-resolution,super - resolution,2.5
superconducting cavity,superconducte cavity,5.0
superconducting magnet,superconducte magnet,3.0
superconducting quantum interference device,superconducte quantum interference device,3.0
superconducting state,superconducte state,3.333333333333333
superconducting wire,superconducte wire,3.5
superconductive,superconductive,3.0
superconductivity,superconductivity,3.0
superconductor,superconductor,3.0
supercooling,supercooling,3.0
supercritical,supercritical,3.0
superexchange interaction,superexchange interaction,3.0
superfluid,superfluid,3.0
superfluid helium,superfluid helium,3.0
superfluidity,superfluidity,3.0
supergravity,supergravity,3.0
superheating,superheating,3.0
superheavy element,superheavy element,3.0
superionic conductor,superionic conductor,4.0
superlattice,superlattice,3.0
superlattice dislocation,superlattice dislocation,3.0
superlattice reflection,superlattice reflection,3.0
superlattice structure,superlattice structure,2.0
superleak,superleak,3.0
supermultiplet,supermultiplet,3.0
supernova,supernova,3.0
supernova explosion,supernova explosion,3.0
supernova remnant,supernova remnant,3.0
superparamagnetism,superparamagnetism,3.0
superplasticity,superplasticity,3.0
superradiance,superradiance,3.0
supersaturated solid solution,supersaturate solid solution,2.5
supersaturation,supersaturation,3.0
supersonic nozzle,supersonic nozzle,3.0
superstring theory,superstre theory,3.0
supersymmetry,supersymmetry,3.0
surface acoustic wave,surface acoustic wave,3.5
surface active agent,surface active agent,2.6666666666666665
surface barrier detector,surface barrier detector,3.5
surface characterization,surface characterization,3.0
surface charge,surface charge,3.0
surface condition,surface condition,3.25
surface coverage,surface coverage,4.0
surface current,surface current,3.0
surface density,surface density,3.0
surface diffusion,surface diffusion,3.0
surface energy,surface energy,3.5
surface finish,surface finish,2.0
surface integral,surface integral,4.0
surface ionization,surface ionization,3.0
surface level,surface level,3.0
surface magnetism,surface magnetism,4.0
surface phonon,surface phonon,3.0
surface plasma,surface plasma,3.0
surface plasmon,surface plasmon,3.0
surface potential,surface potential,3.25
surface pressure,surface pressure,2.5
surface reaction,surface reaction,3.5
surface recombination,surface recombination,3.0
surface relaxation,surface relaxation,3.5
surface resistance,surface resistance,3.5
surface roughness,surface roughness,3.0
surface segregation,surface segregation,3.0
surface tension,surface tension,3.0
surface vibration,surface vibration,3.5
surface wave,surface wave,2.75
susceptance,susceptance,3.0
susceptibility,susceptibility,3.0
suspension,suspension,5.0
swelling,swell,3.0
swirl,swirl,3.0
switch,switch,3.0
switching time,switch time,2.75
symmetric fission,symmetric fission,3.0
symmetric group,symmetric group,2.0
symmetric tensor,symmetric tensor,3.0
symmetric top,symmetric top,2.0
symmetry,symmetry,3.0
symmetry breakdown,symmetry breakdown,4.0
symmetry group,symmetry group,2.0
symmetry of glide,symmetry of glide,2.0
symplectic group,symplectic group,2.0
synchronization,synchronization,3.0
synchronous detection,synchronous detection,3.0
synchrotron,synchrotron,3.0
synchrotron acceleration,synchrotron acceleration,3.0
synchrotron oscillation,synchrotron oscillation,3.0
synthetic resin,synthetic resin,5.25
system of particles,system of particle,2.3333333333333335
systematic error,systematic error,2.5
t quark,t quark,3.0
tachyon,tachyon,3.0
tacticity,tacticity,3.0
tagging,tag,4.0
tandem mirror,tandem mirror,2.0
tangential stress,tangential stress,3.5
tap,tap,3.0
target,target,2.0
target nucleus,target nucleus,2.5
tearing instability,tear instability,2.5
telescope,telescope,4.0
temperature,temperature,2.0
temperature coefficient,temperature coefficient,2.0
temperature dispersion,temperature dispersion,2.0
temperature distribution,temperature distribution,2.5
temperature gradient,temperature gradient,2.0
temperature scale,temperature scale,2.0
temporal coherence,temporal coherence,4.0
tensile strength,tensile strength,2.0
tensile stress,tensile stress,3.5
tension,tension,3.0
tensor,tensor,3.0
tensor force,tensor force,3.0
tensor operator,tensor operator,4.0
tensor product,tensor product,2.0
term,term,3.0
terminal,terminal,3.0
terminal velocity,terminal velocity,3.0
tesla,tesla,3.0
tetragonal system,tetragonal system,2.0
tetrahedral molecule,tetrahedral molecule,3.0
tetrahedral site,tetrahedral site,1.0
tetrode,tetrode,3.0
theorem,theorem,3.0
theory,theory,3.0
theory of elementary particles,theory of elementary particle,2.25
theory of gravity,theory of gravity,2.0
theory of relativity,theory of relativity,2.6666666666666665
thermal activation,thermal activation,3.0
thermal conduction,thermal conduction,3.0
thermal conductivity,thermal conductivity,3.0
thermal desorption,thermal desorption,3.0
thermal diffuse scattering,thermal diffuse scattering,6.0
thermal diffusion,thermal diffusion,3.0
thermal diffusivity,thermal diffusivity,3.0
thermal dissociation,thermal dissociation,3.0
thermal efficiency,thermal efficiency,3.0
thermal electron,thermal electron,3.0
thermal equilibrium,thermal equilibrium,6.0
thermal excitation,thermal excitation,3.0
thermal expansion,thermal expansion,4.0
thermal fatigue,thermal fatigue,5.0
thermal instability,thermal instability,3.0
